Gene	Clade_0	Clade_1	Clade_2	Clade_3	Clade	Ecotype	Allele	Name	File	HV
7186_T089-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7186	1	7186_G089	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
108_T198-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	108	1	108_G198	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9764_T167-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9764	1	9764_G167	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9597_T103-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9597	1	9597_G103	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9536_T041-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9536	1	9536_G041	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
6899_T275-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	6899	1	6899_G275	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9580_T135-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9580	1	9580_G135	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9545_T102-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9545	1	9545_G102	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
10015_T087-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	10015	1	10015_G087	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9887_T063-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9887	1	9887_G063	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9549_T080-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9549	1	9549_G080	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7213_T087-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7213	1	7213_G087	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9947_T037-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9947	1	9947_G037	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9871_T101-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9871	1	9871_G101	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9542_T091-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9542	1	9542_G091	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7167_T101-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7167	1	7167_G101	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7322_T409-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7322	1	7322_G409	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7328_T266-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7328	1	7328_G266	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
6924_T149-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	6924	1	6924_G149	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7308_T028-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7308	1	7308_G028	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
6939_T145-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	6939	1	6939_G145	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
5993_T080-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	5993	1	5993_G080	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
6974_T141-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	6974	1	6974_G141	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7413_T107-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7413	1	7413_G107	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
5784_T110-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	5784	1	5784_G110	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7396_T124-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7396	1	7396_G124	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7067_T150-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7067	1	7067_G150	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9557_T190-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9557	1	9557_G190	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7415_T223-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7415	1	7415_G223	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
7373_T038-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	7373	1	7373_G038	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9792_T180-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9792	1	9792_G180	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9537_T110-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9537	1	9537_G110	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
1925_T182-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	1925	1	1925_G182	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9610_T095-R1	Int11607_79	Int11607_79_82_R_40	NA	NA	Int11607_79_82_R_40	9610	1	9610_G095	../Autoclades_70_Refinement_1/Int11607_79_82_R_40/Int11607_79_82_R_40.best.fa	0
9784_T505-R1	Int11686_109	Int11686_109_213_R_4	NA	NA	Int11686_109_213_R_4	9784	1	9784_G505	../Autoclades_70_Refinement_1/Int11686_109_213_R_4/Int11686_109_213_R_4.best.fa	0
9762_T530-R1	Int11686_109	Int11686_109_213_R_4	NA	NA	Int11686_109_213_R_4	9762	1	9762_G530	../Autoclades_70_Refinement_1/Int11686_109_213_R_4/Int11686_109_213_R_4.best.fa	0
7186_T379-R1	Int11686_109	Int11686_109_213_R_4	NA	NA	Int11686_109_213_R_4	7186	1	7186_G379	../Autoclades_70_Refinement_1/Int11686_109_213_R_4/Int11686_109_213_R_4.best.fa	0
9610_T528-R1	Int11686_109	Int11686_109_213_R_4	NA	NA	Int11686_109_213_R_4	9610	1	9610_G528	../Autoclades_70_Refinement_1/Int11686_109_213_R_4/Int11686_109_213_R_4.best.fa	0
1925_T668-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	1925	1	1925_G668	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
5993_T554-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	5993	1	5993_G554	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
7413_T458-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	7413	1	7413_G458	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9947_T502-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9947	1	9947_G502	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
7273_T463-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	7273	1	7273_G463	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
7328_T422-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	7328	1	7328_G422	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9550_T595-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9550	1	9550_G595	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9100_T601-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9100	1	9100_G601	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9792_T582-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9792	1	9792_G582	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
6906_T483-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	6906	1	6906_G483	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9542_T541-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9542	1	9542_G541	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9600_T613-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9600	1	9600_G613	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9554_T516-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9554	1	9554_G516	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
7213_T412-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	7213	1	7213_G412	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9533_T569-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9533	1	9533_G569	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9557_T525-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9557	1	9557_G525	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9654_T624-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9654	1	9654_G624	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
7058_T376-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	7058	1	7058_G376	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9580_T591-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9580	1	9580_G591	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9669_T569-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9669	1	9669_G569	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9944_T484-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9944	1	9944_G484	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9869_T517-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9869	1	9869_G517	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9879_T576-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9879	1	9879_G576	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9518_T539-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9518	1	9518_G539	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
5784_T516-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	5784	1	5784_G516	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
6974_T532-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	6974	1	6974_G532	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9610_T600-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9610	1	9610_G600	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9134_T516-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9134	1	9134_G516	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9597_T570-R1	Int11686_109	Int11686_109_137_L_29	NA	NA	Int11686_109_137_L_29	9597	1	9597_G570	../Autoclades_70_Refinement_1/Int11686_109_137_L_29/Int11686_109_137_L_29.best.fa	0
9944_T026-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9944	1	9944_G026	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9542_T049-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9542	1	9542_G049	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9869_T062-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9869	1	9869_G062	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9543_T049-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9543	1	9543_G049	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9764_T094-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9764	1	9764_G094	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9871_T166-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9871	1	9871_G166	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9762_T212-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9762	1	9762_G212	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9100_T051-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9100	1	9100_G051	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9549_T102-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9549	1	9549_G102	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9887_T223-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9887	1	9887_G223	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7396_T044-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7396	1	7396_G044	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9721_T075-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9721	1	9721_G075	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9837_T099-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9837	1	9837_G099	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9597_T044-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9597	1	9597_G044	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9557_T041-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9557	1	9557_G041	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9600_T083-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9600	1	9600_G083	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9784_T041-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9784	1	9784_G041	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9654_T030-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9654	1	9654_G030	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7328_T049-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7328	1	7328_G049	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9879_T138-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9879	1	9879_G138	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9669_T011-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9669	1	9669_G011	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7413_T050-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7413	1	7413_G050	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7111_T048-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7111	1	7111_G048	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9536_T008-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9536	1	9536_G008	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7186_T212-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7186	1	7186_G212	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
1925_T061-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	1925	1	1925_G061	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
6899_T019-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	6899	1	6899_G019	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
Athaliana_AT5G46450.1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	Athaliana	1	Athaliana_AT5G46450.1	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7273_T003-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7273	1	7273_G003	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
6909_T033-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	6909	1	6909_G033	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9550_T056-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9550	1	9550_G056	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9554_T043-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9554	1	9554_G043	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9545_T031-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9545	1	9545_G031	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9533_T051-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9533	1	9533_G051	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
6974_T067-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	6974	1	6974_G067	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9792_T073-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9792	1	9792_G073	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9583_T063-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9583	1	9583_G063	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7308_T283-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7308	1	7308_G283	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7167_T045-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7167	1	7167_G045	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7288_T061-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7288	1	7288_G061	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7213_T029-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7213	1	7213_G029	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7322_T055-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7322	1	7322_G055	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
5784_T017-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	5784	1	5784_G017	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7373_T018-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7373	1	7373_G018	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9537_T067-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9537	1	9537_G067	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
6906_T066-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	6906	1	6906_G066	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
10015_T040-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	10015	1	10015_G040	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
7415_T255-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	7415	1	7415_G255	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9580_T070-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9580	1	9580_G070	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9332_T040-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9332	1	9332_G040	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9134_T079-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9134	1	9134_G079	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
6981_T071-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	6981	1	6981_G071	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9610_T033-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	9610	1	9610_G033	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
108_T097-R1	Int11686_109	Int11686_109_160_R_54	NA	NA	Int11686_109_160_R_54	108	1	108_G097	../Autoclades_70_Refinement_1/Int11686_109_160_R_54/Int11686_109_160_R_54.best.fa	0
9600_T085-R1	Int11686_109	Int11686_109_140_R_3	NA	NA	Int11686_109_140_R_3	9600	1	9600_G085	../Autoclades_70_Refinement_1/Int11686_109_140_R_3/Int11686_109_140_R_3.best.fa	0
9944_T024-R1	Int11686_109	Int11686_109_140_R_3	NA	NA	Int11686_109_140_R_3	9944	1	9944_G024	../Autoclades_70_Refinement_1/Int11686_109_140_R_3/Int11686_109_140_R_3.best.fa	0
9837_T097.2-R1	Int11686_109	Int11686_109_140_R_3	NA	NA	Int11686_109_140_R_3	9837	1	9837_G097.2	../Autoclades_70_Refinement_1/Int11686_109_140_R_3/Int11686_109_140_R_3.best.fa	0
9869_T381-R1	Int11686_109	Int11686_109_142_R_19	NA	NA	Int11686_109_142_R_19	9869	1	9869_G381	../Autoclades_70_Refinement_1/Int11686_109_142_R_19/Int11686_109_142_R_19.best.fa	0
1925_T588-R1	Int11686_109	Int11686_109_142_R_19	NA	NA	Int11686_109_142_R_19	1925	1	1925_G588	../Autoclades_70_Refinement_1/Int11686_109_142_R_19/Int11686_109_142_R_19.best.fa	0
9764_T360-R1	Int11686_109	Int11686_109_142_R_19	NA	NA	Int11686_109_142_R_19	9764	1	9764_G360	../Autoclades_70_Refinement_1/Int11686_109_142_R_19/Int11686_109_142_R_19.best.fa	0
7373_T264-R1	Int11686_109	Int11686_109_142_R_19	NA	NA	Int11686_109_142_R_19	7373	1	7373_G264	../Autoclades_70_Refinement_1/Int11686_109_142_R_19/Int11686_109_142_R_19.best.fa	0
7186_T361-R1	Int11686_109	Int11686_109_142_R_19	NA	NA	Int11686_109_142_R_19	7186	1	7186_G361	../Autoclades_70_Refinement_1/Int11686_109_142_R_19/Int11686_109_142_R_19.best.fa	0
